rxns	rxnnames	subsystems	keggid	reactomeid	fbasolutiontissuev
NTPP10	Nucleoside triphosphate pyrophosphorylase (ditp)	Nucleotide interconversion	R03531	R-ATH-2509838; R-BTA-2509838; R-CEL-2509838; R-CFA-2509838; R-DDI-2509838; R-DME-2509838; R-DRE-2509838; R-GGA-2509838; R-HSA-2509838; R-MMU-2509838; R-OSA-2509838; R-PFA-2509838; R-RNO-2509838; R-SCE-2509838; R-SPO-2509838; R-SSC-2509838; R-TGU-2509838	-0
NTPP9	Nucleoside triphosphate pyrophosphorylase (itp)	Nucleotide interconversion	R00720	R-ATH-2509827; R-BTA-2509827; R-CEL-2509827; R-CFA-2509827; R-DDI-2509827; R-DME-2509827; R-DRE-2509827; R-GGA-2509827; R-HSA-2509827; R-MMU-2509827; R-OSA-2509827; R-PFA-2509827; R-RNO-2509827; R-SCE-2509827; R-SPO-2509827; R-SSC-2509827; R-TGU-2509827	0
O16G1e	Oligo-1,6-glucosidase (glygn4 -> glygn5), extracellular	Starch and sucrose metabolism			-0
O16G2e	Oligo-1,6-glucosidase (strch2 ->strch3), extracellular	Starch and sucrose metabolism			111.080911111111
O2St	Superoxide anion transport via diffusion (extracellular)	Transport, extracellular		R-HSA-1222342	-0
O2ter	O2  transport  endoplasmic reticulum	Transport, endoplasmic reticular			20.5500000000001
O2tm	O2 transport  diffusion 	Transport, mitochondrial			687.250848301427
OCBTm	Ornithine carbamoyltransferase, irreversible	Urea cycle	R01398	R-ATH-70560; R-BTA-70560; R-CFA-70560; R-DRE-70560; R-GGA-187588; R-GGA-70560; R-HSA-70560; R-MMU-70560; R-OSA-70560; R-RNO-70560; R-SCE-70560; R-SPO-70560; R-SSC-70560; R-TGU-70560; R-XTR-70560	-1.28034836575112e-13
OCDCAt	Octadecanoate  n C180  transport in via uniport	Transport, extracellular			103.1
OCDCEAt	Octadecenoate  n C181  transport in via uniport	Transport, extracellular			374.6192
OCOAT1m	3-oxoacid CoA-transferase	Valine, leucine, and isoleucine metabolism	R00410	R-BTA-74177; R-CEL-74177; R-CFA-74177; R-DDI-74177; R-DME-74177; R-DRE-74177; R-GGA-74177; R-HSA-74177; R-MMU-74177; R-RNO-74177; R-SSC-74177; R-TGU-74177; R-XTR-74177	0
OPAH	5-Oxoproline amidohydrolase (ATP-hydrolysing) (ir)	Glutathione metabolism	R00251	R-ATH-1247935; R-BTA-1247935; R-CEL-1247935; R-CFA-1247935; R-DDI-1247935; R-DME-1247935; R-DRE-1247935; R-HSA-1247935; R-MMU-1247935; R-OSA-1247935; R-RNO-1247935; R-SCE-1247935; R-SPO-1247935; R-SSC-1247935; R-XTR-1247935	-0
ORNt3m	Ornithine mitochondrial transport via proton antiport	Transport, mitochondrial			1000
ORNt4m	Ornithine mitochondrial transport exchange with citruline	Transport, mitochondrial			-1000
ORNt	Ornithine transport via diffusion	Transport, extracellular			1000
OXAHCOtex	Oxalate transport via bicarbonate countertransport	Transport, extracellular			0
P45017A1r	Cytochrome P450 17A1	Steroid metabolism			-0
P45017A2r	Cytochrome P450 17A1	Steroid metabolism			0
P45017A3r	Cytochrome P450 17A1	Steroid metabolism			-0
P45017A4r	Cytochrome P450 17A1	Steroid metabolism			0
P45019A1r	Aromatase	Steroid metabolism			0
P45019A2r	Aromatase	Steroid metabolism			0
P4501B1r	Cytochrome P450 1B1	Steroid metabolism			0
P45027A11m	5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase	Bile acid synthesis			-0
P45027A12m	5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase	Bile acid synthesis			0
P45027A13m	5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase	Bile acid synthesis			0
P45027A14m	5-beta-cytochrome P450, family 27, subfamily A, polypeptide 1	Bile acid synthesis			-0
P45027A15m	5-beta-cytochrome P450, family 27, subfamily A, polypeptide 1	Bile acid synthesis			0
P45027A16m	Cytochrome P450 27	Bile acid synthesis			0
P45027A1m	Cytochrome P450 27	Bile acid synthesis			0
P4502A6	Cytochrome P450 2A6	Cytochrome metabolism			-0
P4502C18	Cytochrome P450 2C18	Cytochrome metabolism			-0
P4502C19	Cytochrome P450 2C19	Cytochrome metabolism			0
P4502C8	Cytochrome P450 2C8	Cytochrome metabolism			0
P4502C9	Cytochrome P450 2C9	Cytochrome metabolism			0
P4502C92	Cytochrome P450 2C9	Limonene and pinene degradation			0
P4502C93	Cytochrome P450 2C9	Limonene and pinene degradation	R02470		-0
P4502C94	Cytochrome P450 2C9	Limonene and pinene degradation			0
P4502D6	Cytochrome P450 2D6	Cytochrome metabolism			0
P4502E1	Cytochrome P450 2E1	Cytochrome metabolism			0
P4502F1	Cytochrome P450 2F1	Cytochrome metabolism			-0
P45039A1r	Oxysterol 7-alpha-hydroxylase	Bile acid synthesis			-0
P4503A4	Cytochrome P450 3A4	Cytochrome metabolism			-0
P4503A43r	Cytochrome p450 P450 3A43	Steroid metabolism			-0
P4503A5	Cytochrome P450 3A5	Cytochrome metabolism			-0
P4504B1r	Cytochrome P450 4B1	Eicosanoid metabolism			0
P4504F121r	Cytochrome p450 4F12/4F2	Eicosanoid metabolism			0
P4504F122r	Cytochrome p450 4F12/4F2	Eicosanoid metabolism			0
P4504F123r	Cytochrome p450 4F12/4F2	Cytochrome metabolism			0
P4504F81r	Cytochrome p450 4F8	Eicosanoid metabolism			0
P4507A1r	Cytochrome P450, family 7, subfamily A, polypeptide 1	Bile acid synthesis			0
P5CDm	1 pyrroline 5 carboxylate dehydrogenase  mitochondrial	Glutamate metabolism	R00707		-0
PAFH	Platelet-activating factor acetylhydrolase	Glycerophospholipid metabolism			-0
PAIL_HStn	Phosphatidylinositol nuclear transport (diffusion)	Transport, nuclear			500
PAIL45P_HStn	Phosphatidylinositol 4,5-bisphosphate nuclear transport (diffusion)	Transport, nuclear			-500
PCFLOPm	Phosphatidylcholine flippase	Transport, mitochondrial			-0
PCHOLP_hs	Choline phosphatase	Glycerophospholipid metabolism			525.681548059505
PCRNtm	Transport into the mitochondria from cytosol (carnitine)	Fatty acid oxidation			1000
PCt	Phosphatidylcholine transporter	Transport, extracellular			0
PDE1	3',5'-cyclic-nucleotide phosphodiesterase	Nucleotide interconversion	R00191	R-BTA-111955; R-BTA-111962; R-BTA-162425; R-BTA-418553; R-CEL-111955; R-CEL-111962; R-CEL-162425; R-CEL-418553; R-CFA-111955; R-CFA-111962; R-CFA-162425; R-CFA-418553; R-DDI-111955; R-DDI-418553; R-DME-111955; R-DME-111962; R-DME-418553; R-DRE-111955; R-DRE-111962; R-DRE-162425; R-DRE-418553; R-GGA-111955; R-GGA-111962; R-GGA-162425; R-GGA-418553; R-HSA-111955; R-HSA-111962; R-HSA-162425; R-HSA-418553; R-MMU-111955; R-MMU-111962; R-MMU-162425; R-MMU-418553; R-PFA-418553; R-RNO-111955; R-RNO-111962; R-RNO-162425; R-RNO-418553; R-SSC-111955; R-SSC-111962; R-SSC-162425; R-SSC-418553; R-TGU-111955; R-TGU-111962; R-TGU-162425; R-TGU-418553; R-XTR-111955; R-XTR-111962; R-XTR-162425; R-XTR-418553	0
PDE4	3',5'-cyclic-nucleotide phosphodiesterase	Nucleotide interconversion	R01234		0
PDX5POi	Pyridoxine 5'-phosphate oxidase	Vitamin B6 metabolism	R00278	R-BTA-965019; R-CEL-965019; R-CFA-965019; R-DDI-965019; R-DME-965019; R-DRE-965019; R-GGA-965019; R-HSA-965019; R-MMU-965019; R-RNO-965019; R-SCE-965019; R-SPO-965019; R-SSC-965019; R-XTR-965019	0
PDXPP	Pyridoxine 5-phosphate phosphatase	Vitamin B6 metabolism	R01911		0
PEAMNO	Phenethylamine oxidase	Phenylalanine metabolism	R02613	R-BTA-141200; R-CEL-141200; R-CFA-141200; R-DRE-141200; R-GGA-141200; R-HSA-141200; R-MMU-141200; R-RNO-141200; R-SSC-141200; R-TGU-141200	-0
PEFLIP	Phosphatidylethanolamine flippase	Transport, extracellular			0
PEFLIPm	Phosphatidylethanolamine flippase	Transport, mitochondrial			0
PEPCK_re	Phosphoenolpyruvate carboxykinase (GTP)	Glycolysis/gluconeogenesis	R00431	R-BTA-372819; R-BTA-70241; R-CEL-372819; R-CEL-70241; R-CFA-372819; R-CFA-70241; R-DDI-372819; R-DDI-70241; R-DME-372819; R-DME-70241; R-DRE-70241; R-GGA-372724; R-GGA-372741; R-GGA-70241; R-HSA-372819; R-HSA-70241; R-MMU-372819; R-MMU-70241; R-RNO-372819; R-RNO-70241; R-SSC-372819; R-SSC-70241; R-TGU-70241; R-XTR-372819; R-XTR-70241	0
PEPCKm	Phosphoenolpyruvate carboxykinase (GTP)	Glycolysis/gluconeogenesis	R00431	R-BTA-372819; R-BTA-70241; R-CEL-372819; R-CEL-70241; R-CFA-372819; R-CFA-70241; R-DDI-372819; R-DDI-70241; R-DME-372819; R-DME-70241; R-DRE-70241; R-GGA-372724; R-GGA-372741; R-GGA-70241; R-HSA-372819; R-HSA-70241; R-MMU-372819; R-MMU-70241; R-RNO-372819; R-RNO-70241; R-SSC-372819; R-SSC-70241; R-TGU-70241; R-XTR-372819; R-XTR-70241	0.37278
PEt	Phosphatidylethanolamine Transport	Transport, extracellular			681.997844224202
PETHCT	Phosphoethanolamine cytidyltransferase	Glycerophospholipid metabolism	R02038	R-ATH-1483190; R-BTA-1483190; R-CEL-1483190; R-CFA-1483190; R-DDI-1483190; R-DME-1483190; R-DRE-1483190; R-GGA-1483190; R-HSA-1483190; R-MMU-1483190; R-OSA-1483190; R-PFA-1483190; R-RNO-1483190; R-SCE-1483190; R-SPO-1483190; R-TGU-1483190; R-XTR-1483190	0
PETOHMm_hs	Phosphatidylethanolamine N-methyltransferase	Glycerophospholipid metabolism			0
PETOHMr_hs	Phosphatidylethanolamine N-methyltransferase	Glycerophospholipid metabolism			0
PFK26	6 phosphofructo 2 kinase	Fructose and mannose metabolism	R02732		0
PGCD	Phosphoglycerate dehydrogenase	Glycine, serine, alanine, and threonine metabolism	R01513	R-ATH-977348; R-BTA-977348; R-CEL-977348; R-CFA-977348; R-DDI-977348; R-DME-977348; R-DRE-977348; R-GGA-977348; R-HSA-977348; R-MMU-977348; R-OSA-977348; R-RNO-977348; R-SCE-977348; R-SPO-977348; R-SSC-977348; R-XTR-977348	0
PGESr	Prostaglandin E synthase	Eicosanoid metabolism			0
PGLer	6-phosphogluconolactonase, endoplasmic reticulum	Pentose phosphate pathway	R02035	R-ATH-71296; R-BTA-71296; R-CEL-71296; R-CFA-71296; R-DDI-71296; R-DME-71296; R-DRE-71296; R-GGA-71296; R-HSA-71296; R-MMU-71296; R-OSA-71296; R-RNO-71296; R-SCE-71296; R-SPO-71296; R-SSC-71296; R-XTR-71296	13.7
PGLYCt	Phosphatidylglycerol Transport	Transport, extracellular			10.7005838310443
PGPP_hs	Phosphatidylglycerol phosphate phosphatase (homo sapiens)	Glycerophospholipid metabolism			0
PGPPT	Phosphatidyl-CMP: glycerophosphate phosphatidyltransferase	Glycerophospholipid metabolism			0
PGS	Prostaglandin G/H synthase	Eicosanoid metabolism			0
PGSr	Prostaglandin G/H synthase	Eicosanoid metabolism			0
PHCDm	L 1 pyrroline 3 hydroxy 5 carboxylate dehydrogenase	Arginine and proline metabolism	R04444		0
PHEt4	L-phenylalanine transport in via sodium symport	Transport, extracellular			0
PHEtec	L-phenylalanine transport via diffusion (extracellular to cytosol)	Transport, extracellular			-1000
PI345P3P	Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase	Inositol phosphate metabolism			0
PI345P3Pn	Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase, nuclear	Inositol phosphate metabolism			-0
PI345P5P	Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase	Inositol phosphate metabolism			0
PI34P5K	Phosphatidylinositol 3,4-bisphosphate 5-kinase	Inositol phosphate metabolism			0
PI3P4K	Phosphatidylinositol 3-phosphate 4-kinase	Inositol phosphate metabolism			0
PI3P5K	Phosphatidylinositol 3-phosphate 5-kinase	Inositol phosphate metabolism			0
PI45P3K	Phosphatidylinositol 4,5-bisphosphate 3-kinase	Inositol phosphate metabolism			0
PI45P5P	Phosphatidylinositol-4,5-bisphosphate 5-phosphatase	Inositol phosphate metabolism			0
PI45PLC	Phosphatidylinositol 4,5-bisphosphate phospholipase C	Inositol phosphate metabolism			500
PI4P5K	Phosphatidylinositol 4-phosphate 5-kinase	Glycerophospholipid metabolism			0
PI4PLC	Phosphatidylinositol 4-phosphate phospholipase C	Inositol phosphate metabolism			0
PI5P4K	Phosphatidylinositol-5-phosphate 4-kinase	Inositol phosphate metabolism			0
PIK4	Phosphatidylinositol 4-kinase	Glycerophospholipid metabolism			0
PIK5	Phosphatidylinositol 5-kinase	Inositol phosphate metabolism			0
PIPLC	Phosphatidylinositol phospholipase C	Inositol phosphate metabolism			0
PIter	Phosphate transport, endoplasmic reticulum	Transport, endoplasmic reticular			1000
PItn	Phosphate transport, nuclear	Transport, nuclear			-1000
PLA2_2	Phospholipase A2	Glycerophospholipid metabolism			0
PLA2_2e	Phospholipase A2	Glycerophospholipid metabolism			0
PMI12346PH	5 diphosphoinositol 1 2 3 4 6 pentakisphosphate diphosphohydrolase	Inositol phosphate metabolism	R05779	R-BTA-1855198; R-CEL-1855198; R-CFA-1855198; R-DME-1855198; R-DRE-1855198; R-GGA-1855198; R-HSA-1855198; R-MMU-1855198; R-RNO-1855198; R-SSC-1855198; R-TGU-1855198; R-XTR-1855198	0
PMI12346PHn	5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase, nuclear	Inositol phosphate metabolism	R05779	R-BTA-1855198; R-CEL-1855198; R-CFA-1855198; R-DME-1855198; R-DRE-1855198; R-GGA-1855198; R-HSA-1855198; R-MMU-1855198; R-RNO-1855198; R-SSC-1855198; R-TGU-1855198; R-XTR-1855198	0
PPAer	Inorganic diphosphatase, endoplasmic reticulum	Miscellaneous	R00004	R-ATH-449937; R-ATH-71732; R-BTA-449937; R-BTA-6788912; R-BTA-71732; R-CEL-449937; R-CEL-6788912; R-CEL-71732; R-CFA-449937; R-CFA-6788912; R-CFA-71732; R-DDI-449937; R-DDI-71732; R-DME-449937; R-DME-71732; R-DRE-449937; R-DRE-6788912; R-DRE-71732; R-GGA-449937; R-GGA-6788912; R-GGA-71732; R-HSA-449937; R-HSA-6788912; R-HSA-71732; R-MMU-449937; R-MMU-6788912; R-MMU-71732; R-OSA-449937; R-OSA-71732; R-PFA-449937; R-PFA-71732; R-RNO-449937; R-RNO-6788912; R-RNO-71732; R-SCE-449937; R-SCE-71732; R-SPO-449937; R-SPO-71732; R-SSC-449937; R-SSC-6788912; R-SSC-71732; R-TGU-449937; R-TGU-6788912; R-TGU-71732; R-XTR-449937; R-XTR-6788912; R-XTR-71732	0
PPAP	Phosphatidic acid phosphatase	Triacylglycerol synthesis			0
PPDOy	Propane-1,2-diol:NADP+ 1-oxidoreductase	Pyruvate metabolism			0
PPItr	Diphosphate transporter, endoplasmic reticulum	Transport, endoplasmic reticular		R-BTA-5226964; R-CFA-5226964; R-DRE-5226964; R-GGA-5226964; R-HSA-5226964; R-MMU-5226964; R-RNO-5226964; R-SSC-5226964; R-TGU-5226964; R-XTR-5226964	-1000
PPPGOm	Protoporphyrinogen oxidase  mitochondrial	Heme synthesis		R-GGA-421452	-0
PRDX	Peroxidase (multiple substrates)	Miscellaneous	R00602		0
PRDXl	Peroxidase (multiple substrates)	Miscellaneous	R00602		0
PRGNLONESULT	Steroid sulfotransferase	Steroid metabolism			0
PRODt2r	D-proline reversible transport via proton symport	Transport, extracellular			-0
PROSTGE2t	Prostaglandin transport via bicarbonate countertransport	Transport, extracellular			-757.990235991029
PROSTGE2t2	Prostaglandin uniport	Transport, extracellular			1000
PROSTGF2t	Prostaglandin uniport	Transport, extracellular			-0
PROt4	Na+/Proline-L symporter	Transport, extracellular		R-BTA-352052; R-CEL-352052; R-CFA-352052; R-GGA-352052; R-HSA-352052; R-MMU-352052; R-RNO-352052; R-SSC-352052; R-TGU-352052	0
PSDm_hs	Phosphatidylserine decarboxylase	Glycerophospholipid metabolism			0
PSFLIP	Phosphatidylserine flippase	Transport, extracellular			0
PSFLIPm	Phosphatidylserine flippase	Transport, mitochondrial			0
PSSA1_hs	Phosphatidylserine synthase homo sapiens	Glycerophospholipid metabolism			-123.00471724203
PSt3	Transport of Phosphatidylserine 	Transport, extracellular			127.285097639447
PTDCACRNCPT1	Carnitine fatty-acyl transferase	Fatty acid oxidation			0
PTDCACRNt	Pentadecanoate transport into the mitochondria	Fatty acid oxidation			-1000
PTE2x	Peroxisomal acyl CoA thioesterase	Fatty acid oxidation	R01274		0
PTE3x	Peroxisomal acyl-CoA thioesterase	Fatty acid oxidation			-0
PTE4x	Peroxisomal acyl-CoA thioesterase	Fatty acid oxidation			-0
PYAM5PO	Pyridoxamine 5'-phosphate oxidase	Vitamin B6 metabolism	R00277	R-BTA-965079; R-CEL-965079; R-CFA-965079; R-DDI-965079; R-DME-965079; R-DRE-965079; R-GGA-965079; R-HSA-965079; R-MMU-965079; R-RNO-965079; R-SCE-965079; R-SPO-965079; R-SSC-965079; R-XTR-965079	0
PYDXPP	Pyridoxal 5-phosphate phosphatase	Vitamin B6 metabolism	R00173		-0
PYNP2r	Pyrimidine-nucleoside phosphorylase (uracil)	Pyrimidine catabolism	R01876		1000
RAI3	13-cis-retinoic acid isomerase	Vitamin A metabolism			-0
RBK_Dr	D-ribulokinase (D-ribulose)	Pentose phosphate pathway	R01526		-0
RDH1	Retinol dehydrogenase (all-trans)	Vitamin A metabolism	R02124		-1000
RDH1a	Retinol dehydrogenase (all-trans,NADPH)	Vitamin A metabolism	R08379		1000
RDH2	Retinol dehydrogenase (9-cis,NADH)	Vitamin A metabolism			-1000
RDH2a	Retinol dehydrogenase (9-cis,NADPH)	Vitamin A metabolism			1000
RDH3	Retinol dehydrogenase (11-cis,NADH)	Vitamin A metabolism			-1000
RDH3a	Retinol dehydrogenase (11-cis,NADPH)	Vitamin A metabolism			1000
RDH4	Retinol dehydrogenase (13-cis,NADH)	Vitamin A metabolism			0
RIBFLVt3	Riboflavin transport (ATP dependent)	Transport, extracellular			0
RTOTAL3CRNCPT1	Carnitine fatty-acyl transferase	Fatty acid oxidation			-0
RTOTAL3CRNt	R group transport into the mitochondria	Fatty acid oxidation			-0
RTOTALt	RTOTAL transport	Transport, extracellular			-331.906871124166
Rtotaltl	Fatty acid intracellular transport	Transport, lysosomal			-331.906871124166
S23T2g	Beta-galactoside alpha-2,3-sialyltransferase (core 2)	Keratan sulfate synthesis			0
S23T4g	Beta-galactoside alpha-2,3-sialyltransferase	Keratan sulfate synthesis			0
S23Tg	Beta-galactoside alpha-2,3-sialyltransferase (T antigen)	O-glycan metabolism			0
S3T3g	Heparin-glucosamine 3-O-sulfotransferase	Chondroitin synthesis			0
S4T1g	Chondroitin 4-sulfotransferase, Golgi apparatus	Chondroitin synthesis			0
S4T2g	Chondroitin 4-sulfotransferase, Golgi apparatus	Chondroitin synthesis			0
S4T3g	Chondroitin 4-sulfotransferase, Golgi apparatus	Chondroitin synthesis			0
S4T6g	Chondroitin 4-sulfotransferase, Golgi apparatus	Chondroitin synthesis			0
S6T16g	Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus	Keratan sulfate synthesis			0
S6T17g	Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus	Keratan sulfate synthesis			0
S6T18g	Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus	Keratan sulfate synthesis			0
S6T19g	Chondroitin 6-sulfotransferase, Golgi apparatus	Chondroitin synthesis			0
S6T1g	Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus	Keratan sulfate synthesis			0
S6T20g	Chondroitin 6-sulfotransferase, Golgi apparatus	Chondroitin synthesis			0
S6T21g	Chondroitin 6-sulfotransferase, Golgi apparatus	Chondroitin synthesis			0
S6T24g	Chondroitin 6-sulfotransferase, Golgi apparatus	Chondroitin synthesis			0
S6T25g	Heparan sulfate 6-sulfotransferase, Golgi apparatus	Chondroitin synthesis			0
S6T2g	Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus	Keratan sulfate synthesis			0
S6T3g	Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus	Keratan sulfate synthesis			0
S6TASE11ly	N-acetylglucosamine-6-sulfatase, lysosomal	Keratan sulfate degradation			-0
S6TASE12ly	N-acetylglucosamine-6-sulfatase, lysosomal	Keratan sulfate degradation			-0
S6TASE13ly	N-acetylglucosamine-6-sulfatase, lysosomal	Keratan sulfate degradation			-0
S6TASE14ly	N-acetylglucosamine-6-sulfatase, lysosomal	Keratan sulfate degradation			-0
S6TASE15ly	N-acetylglucosamine-6-sulfatase, lysosomal	Keratan sulfate degradation			-0
S6TASE16ly	N-acetylglucosamine-6-sulfatase, lysosomal	Keratan sulfate degradation			-0
S6TASE17ly	N-acetylglucosamine-6-sulfatase, lysosomal	Keratan sulfate degradation			-0
S6TASE18ly	N-acetylglucosamine-6-sulfatase, lysosomal	Keratan sulfate degradation			-0
S6TASE19ly	N-acetylglucosamine-6-sulfatase, lysosomal	Keratan sulfate degradation			-0
S6TASE1ly	N-acetylglucosamine-6-sulfatase, lysosomal	Heparan sulfate degradation			0
S6TASE20ly	N-acetylglucosamine-6-sulfatase, lysosomal	Keratan sulfate degradation			-0
S6TASE21ly	N-acetylglucosamine-6-sulfatase, lysosomal	Keratan sulfate degradation			-0
S6TASE23ly	N-acetylglucosamine-6-sulfatase, lysosomal	Keratan sulfate degradation			-0
S6TASE24ly	N-acetylglucosamine-6-sulfatase, lysosomal	Keratan sulfate degradation			-0
S6TASE26ly	N-acetylglucosamine-6-sulfatase, lysosomal	Keratan sulfate degradation			-0
S6TASE2ly	N-acetylglucosamine-6-sulfatase, lysosomal	Heparan sulfate degradation			0
S6TASE3ly	N-acetylglucosamine-6-sulfatase, lysosomal	Heparan sulfate degradation			0
SALMCOM	S-Adenosyl-L-methionine:catechol O-methyltransferase	Tyrosine metabolism	R02534		0
SARCStm	Sarcosine transport (mitochondrial)	Transport, mitochondrial			-5.06483232197733e-27
SARDHm	Sarcosine dehydrogenase (m)	Urea cycle			-1.73364643370611e-26
SBPP1er	Sphingoid base phosphate phosphatase  sphinganine 1 phosphatase   endoplasmic reticulum	Sphingolipid metabolism	R06520	R-ATH-428664; R-BTA-428664; R-CFA-428664; R-DDI-428664; R-DRE-428664; R-GGA-428664; R-HSA-428664; R-MMU-428664; R-OSA-428664; R-RNO-428664; R-SCE-428664; R-SPO-428664; R-SSC-428664; R-TGU-428664; R-XTR-428664	-0
SBPP3er	Sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase), endoplasmic reticulum	Sphingolipid metabolism			-0
SBTR	D sorbitol reductase	Fructose and mannose metabolism			0
SERDGLNexR	D-Serine/Glutamine reversible exchange	Transport, extracellular			0
SERDGLYexR	D-Serine/Glycine reversible exchange	Transport, extracellular			-1000
SERGLNexR	L-Serine/Glutamine reversible exchange	Transport, extracellular			1000
SERGLYexR	L-Serine/Glycine reversible exchange	Transport, extracellular			-1000
SERt4	L-serine via sodium symport	Transport, extracellular			0
SGPL12r	Sphingosine-1-phosphate lyase	Sphingolipid metabolism			0
SLDx	L-sulfolactate dehydrogenase (NAD+)	Methionine and cysteine metabolism	R05693		0
SMPD3g	Sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)	Sphingolipid metabolism			0
SMPD3l	Sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)	Sphingolipid metabolism			0
SMPD4	Sphingomyelinase	Sphingolipid metabolism			640.102287075399
SMS	Sphingomyelin synthase (homo sapiens)	Sphingolipid metabolism			125.23245937469
SO4CLtex2	Sulfate transport via chloride countertransport (2:1)	Transport, extracellular			0
SO4HCOtex	Sulfate transport via bicarbonate countertransport	Transport, extracellular			1000
