	L1_CD103	L2_CD103	L3_CD103	L1_DP	L2_DP	L3_DP	L1_DN	L2_DN	L3_DN	L1_CD49a	L2_CD49a	L3_CD49a
Tmem199	696	597	380	646	695	436	652	532	356	850	708	368
Tmem200a	0	0	0	6	0	0	0	1	0	0	0	0
Tmem200b	22	1	41	15	11	15	8	0	17	12	12	10
Tmem200c	0	0	0	0	0	0	0	0	0	0	0	0
Tmem201	1483	1438	1154	1374	1254	1055	1657	1629	1146	1446	1455	1264
Tmem202	16	0	0	12	0	0	2	4	1	5	1	0
Tmem203	202	161	142	256	143	190	242	216	145	194	206	208
Tmem204	42	24	16	91	42	17	4	10	24	41	24	24
Tmem205	60	6	15	153	93	59	19	11	7	54	51	24
Tmem206	454	561	361	631	599	385	557	526	331	477	469	273
Tmem207	0	0	0	0	0	0	0	0	0	0	0	0
Tmem208	984	1406	1035	1449	1110	778	1078	1253	864	1205	1163	994
Tmem209	1861	2217	1172	2203	2133	1531	1944	1905	1433	1898	2043	1763
Tmem210	0	0	0	0	0	0	0	0	0	0	0	0
Tmem211	0	0	0	0	0	0	0	0	0	0	0	0
Tmem212	0	0	0	12	0	0	8	3	0	0	10	0
Tmem213	0	0	0	0	0	0	0	0	0	0	0	0
Tmem214	3144	3170	2045	3365	3065	1990	2912	2942	2040	3020	2464	1923
Tmem215	0	0	0	0	5	0	0	0	0	0	0	0
Tmem216	339	128	130	334	257	181	267	139	135	330	309	230
Tmem217	23	25	72	15	34	27	22	45	21	23	19	44
Tmem218	104	140	97	176	111	125	106	125	100	113	71	146
Tmem219	364	302	241	380	319	253	328	364	273	291	308	327
Tmem220	8	0	0	20	7	14	1	0	2	13	6	1
Tmem221	329	323	210	212	148	103	226	299	207	280	398	222
Tmem222	2262	1662	1581	2195	1534	1481	2281	1988	1327	1919	1651	1769
Tmem223	647	799	431	721	640	375	578	798	428	649	699	561
Tmem225	0	0	0	0	0	0	0	0	0	0	0	0
Tmem229a	0	0	0	0	0	0	0	0	0	0	0	0
Tmem229b	1341	1854	857	1823	1532	1192	1503	1868	888	1263	1416	782
Tmem229b-ps	0	0	0	0	0	0	0	0	0	0	0	0
Tmem230	812	838	478	869	729	551	839	628	662	689	768	713
Tmem231	36	30	4	201	205	182	56	56	32	112	118	97
Tmem232	0	0	0	2	0	0	0	15	0	2	5	0
Tmem233	0	0	0	0	0	0	0	0	0	0	0	0
Tmem234	4850	3819	4622	4280	3449	2848	4898	3999	3175	3975	3630	3704
Tmem235	0	0	0	0	0	0	0	0	0	0	0	0
Tmem236	11	0	0	0	2	0	0	0	0	4	0	0
Tmem237	173	189	128	177	178	139	208	182	148	168	245	145
Tmem238	196	191	168	561	395	384	281	192	236	465	533	531
Tmem238l	0	0	0	0	0	0	0	0	0	0	0	0
Tmem239	0	0	0	0	0	0	0	0	0	0	0	0
Tmem240	47	42	38	43	46	24	27	34	26	42	21	24
Tmem241	642	618	497	705	514	542	728	736	493	643	610	476
Tmem242	249	210	260	305	229	244	266	263	196	395	207	183
Tmem243	1608	1754	1789	1415	1095	1221	2045	2162	2053	1236	1500	1602
Tmem245	910	809	1065	715	1021	1099	728	717	481	987	796	688
Tmem246	0	2	3	1	0	1	0	0	0	2	4	0
Tmem247	0	0	0	0	0	0	0	0	0	0	0	0
Tmem248	3739	2916	2880	3631	3192	3243	3463	3181	3303	3288	3105	3579
Tmem249	0	0	0	0	3	0	2	1	0	0	0	0
Tmem25	6	20	11	13	1	24	0	0	0	3	9	0
Tmem250-ps	337	263	333	438	367	339	307	295	245	393	382	319
Tmem251	1409	1364	1505	1888	1530	1444	1400	1430	1390	1822	1814	2002
Tmem252	27	0	0	22	5	0	13	0	0	9	11	0
Tmem253	0	6	6	3	4	0	0	7	2	3	4	0
Tmem254a	0	0	0	0	0	0	0	0	0	0	0	0
Tmem254b	0	0	0	0	0	0	0	0	0	0	0	0
Tmem254c	0	0	0	0	0	0	0	0	0	0	0	0
Tmem255a	0	3	0	8	0	3	2	0	6	7	4	2
Tmem255b	0	0	0	0	0	0	0	0	0	0	0	0
Tmem256	284	450	404	579	253	239	347	437	294	338	338	321
Tmem258	1781	1751	1539	1799	1402	1027	1774	1844	1316	1393	1441	1494
Tmem259	1069	1004	1105	1172	911	660	908	1068	717	800	656	617
Tmem26	8	0	0	26	0	0	0	22	0	8	0	0
Tmem260	1156	1088	717	1491	1252	864	1059	1286	817	1153	1033	916
Tmem262	0	4	0	1	1	1	1	0	0	1	0	2
Tmem263	366	303	187	494	382	375	290	709	268	384	496	388
Tmem265	0	0	0	0	0	0	0	0	0	0	0	0
Tmem266	0	0	0	0	0	0	0	0	0	1	0	0
Tmem267	40	22	37	39	22	26	28	32	31	25	24	34
Tmem268	1889	1419	1337	1012	839	609	1760	1193	1201	772	824	850
Tmem269	1	0	4	1	7	1	4	1	4	2	2	0
Tmem270	0	0	0	0	0	0	0	0	0	0	0	0
Tmem273	7	2	0	328	246	170	0	5	0	39	23	25
Tmem274	11	1	3	3	6	8	5	3	3	8	4	5
Tmem28	0	0	0	0	0	0	0	0	0	0	0	0
Tmem29	119	126	63	127	127	140	118	218	94	109	129	111
Tmem30a	3473	2797	2315	7299	7016	5440	3952	3030	3033	5720	5305	4926
Tmem30b	57	1	21	78	23	31	33	36	21	48	61	53
Tmem30c	2	1	15	0	0	0	1	0	0	1	0	0
Tmem33	1394	2331	1415	2404	2065	1590	1299	2045	1585	1799	1976	1755
Tmem35a	0	30	7	0	1	0	12	177	11	0	8	0
Tmem35b	262	164	182	353	290	193	227	144	195	331	276	231
Tmem37	44	13	38	117	79	78	168	158	122	331	287	161
Tmem38a	89	70	63	65	21	19	78	97	47	78	43	41
Tmem38b	174	127	108	277	182	154	183	128	110	197	162	173
Tmem39a	645	526	495	711	583	505	568	519	431	528	569	619
Tmem39b	357	349	272	492	425	216	500	485	229	424	366	417
Tmem40	20	8	0	20	3	0	8	6	2	20	2	0
Tmem41a	563	589	438	490	382	260	606	518	478	338	368	284
Tmem41b	391	477	517	662	618	541	415	392	368	500	470	567
Tmem42	350	304	184	235	138	128	341	181	183	167	171	120
Tmem43	3963	2983	2173	5878	5239	3461	3911	3431	2566	4199	4261	3900
Tmem44	18	2	0	14	15	5	6	3	0	7	6	0
Tmem45a	0	0	0	0	0	0	1	0	0	1	0	1
Tmem45a2	0	0	0	0	0	0	0	0	0	0	0	0
Tmem45b	0	0	0	0	0	0	3	3	0	0	0	0
Tmem47	13	0	0	22	8	0	0	0	5	1	4	0
Tmem50a	11475	10660	8409	14750	11155	9209	11157	10866	7313	11278	12655	12164
Tmem50b	2171	1839	2192	1736	1210	1685	1693	1539	1754	1337	1044	1738
Tmem51	118	0	33	266	127	79	157	43	71	327	418	286
Tmem51os1	2	0	0	2	1	0	3	5	0	7	2	0
Tmem52	0	4	0	1	0	0	4	0	3	0	0	2
Tmem52b	0	0	0	3	0	0	0	2	0	0	0	0
Tmem53	5	5	0	9	0	3	10	6	1	4	6	1
Tmem54	0	0	0	6	2	0	0	0	0	1	0	5
Tmem56	0	0	0	1	0	0	0	11	0	7	0	0
Tmem59	10565	10519	6603	16072	12529	9400	9049	9179	6702	11434	12066	9801
Tmem59l	10	7	0	3	0	0	8	23	11	6	0	17
Tmem60	431	520	370	543	417	294	523	490	249	429	567	350
Tmem61	0	0	0	0	0	0	0	0	0	0	0	0
Tmem62	545	579	404	807	771	693	854	520	525	903	599	929
Tmem63a	3027	2299	1975	4048	3105	2495	2626	2267	1896	2886	2822	3024
Tmem63b	398	371	411	384	431	316	345	408	295	319	218	219
Tmem63c	0	0	2	0	0	0	0	0	0	0	0	0
Tmem64	1966	1443	1857	1707	1465	1224	1685	1247	2112	1332	1136	1236
Tmem65	659	665	994	1483	1589	1372	848	934	1144	1184	1698	1701
Tmem67	66	30	45	53	109	40	56	80	25	109	98	36
Tmem68	509	567	351	674	549	471	396	498	401	590	715	669
Tmem69	235	212	177	215	142	124	224	239	147	172	203	129
Tmem70	809	1075	566	819	570	483	821	1038	560	746	655	659
Tmem71	6383	3099	2622	2349	1785	1578	5116	2651	3335	3148	2743	2305
Tmem72	1	0	0	0	0	0	0	2	0	0	0	0
Tmem74	0	0	0	0	0	0	0	0	0	0	0	0
Tmem74b	6	4	19	3	6	8	11	0	8	7	0	13
Tmem74bos	0	0	0	0	0	0	0	0	0	0	0	0
Tmem79	10	7	20	13	7	4	37	10	17	11	15	9
Tmem8	1145	985	796	1614	1358	1310	1184	893	1037	1520	1400	1050
Tmem80	672	575	542	683	562	426	656	603	464	558	486	541
Tmem81	154	165	209	191	236	171	107	93	101	301	189	144
Tmem82	0	0	0	4	6	1	1	1	0	3	1	0
Tmem86a	291	178	155	165	48	60	208	224	155	97	79	82
Tmem86b	341	349	347	434	437	315	249	403	262	224	194	192
Tmem87a	362	421	609	463	356	498	345	404	378	373	267	315
Tmem87b	1286	1096	1652	1382	1356	1350	1640	1181	1020	1576	1060	974
Tmem88	27	17	99	43	42	65	17	47	97	25	43	40
Tmem88b	0	2	0	0	0	0	0	2	0	0	0	0
Tmem89	0	0	3	0	6	1	0	0	8	1	0	0
Tmem8b	22	4	24	54	48	32	27	58	4	45	10	34
Tmem9	1190	1068	730	753	492	512	1043	1099	688	661	528	439
Tmem91	74	21	87	42	48	28	61	49	54	48	41	62
Tmem92	0	0	0	0	0	0	0	0	0	0	0	0
Tmem94	2092	1692	1612	2756	2590	2096	2022	1652	1607	1977	2002	2225
Tmem95	0	0	0	6	3	3	0	0	6	5	5	4
Tmem97	178	185	243	580	482	444	252	203	228	488	431	583
Tmem98	7	5	0	17	9	6	3	0	0	9	0	3
Tmem9b	6056	5561	3969	5981	4712	4037	5126	4115	3634	4869	5638	4916
Tmf1	2517	2395	2694	3582	2890	2634	2631	2601	2450	2877	2136	2437
Tmie	1204	1545	802	179	158	89	458	628	317	59	79	49
Tmigd1	0	0	0	0	4	2	0	0	0	0	1	0
Tmigd3	1	0	0	2	1	0	0	0	0	2	0	0
Tmlhe	1108	828	631	190	173	154	662	791	549	146	177	122
Tmod1	0	0	3	0	0	2	14	38	1	1	8	0
Tmod2	11	0	0	20	7	6	0	0	0	6	8	10
Tmod3	9067	6647	4999	8756	8577	6692	8438	7013	5856	8584	8425	7497
Tmod4	30	29	44	10	18	15	20	61	19	31	20	43
Tmpo	5856	6788	4461	7763	7842	5093	6337	7483	4625	6395	7129	6257
Tmppe	407	483	596	610	610	570	411	676	355	641	550	412
Tmprss11a	0	0	0	3	0	0	0	0	0	1	0	0
Tmprss11b	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11c	0	0	0	0	1	0	0	0	0	0	0	0
Tmprss11d	0	0	2	1	0	0	0	0	0	0	0	0
Tmprss11e	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11f	0	0	2	0	0	0	0	0	0	1	0	0
Tmprss11g	0	0	0	0	0	0	0	6	0	0	0	0
Tmprss12	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss13	0	0	0	0	5	0	12	0	3	10	7	4
Tmprss15	0	1	0	0	0	0	0	0	0	0	0	0
Tmprss2	19	0	0	2	4	0	13	0	7	27	15	0
Tmprss3	0	3	0	4	9	5	0	0	14	10	7	0
Tmprss4	4	0	0	0	2	0	0	3	0	5	2	18
Tmprss5	0	1	1	0	1	0	0	0	1	0	0	3
Tmprss6	0	0	0	0	0	1	0	0	0	2	10	0
Tmprss7	0	0	0	0	0	0	0	2	0	0	0	0
Tmprss9	0	5	0	22	3	16	0	4	1	6	4	1
Tmsb10	13199	14921	16493	5788	3708	3374	10833	14756	9407	4219	5888	6447
Tmsb15a	0	0	0	0	0	0	0	0	0	0	1	0
Tmsb15b1	26	21	33	15	12	16	29	24	18	21	16	25
Tmsb15b2	0	0	1	0	0	0	0	0	0	0	0	0
Tmsb15l	5	0	4	1	1	1	2	0	6	3	1	6
Tmsb4x	124237	186810	122474	201337	132030	114931	126263	157729	117955	127428	152797	150027
Tmtc1	11	0	3	16	5	19	0	0	3	23	3	2
Tmtc2	0	14	1	6	1	0	0	18	0	0	2	0
Tmtc3	24	20	45	127	65	70	25	22	34	65	56	45
Tmtc4	346	391	211	355	304	220	345	277	267	270	349	321
Tmub1	999	910	608	1310	968	763	1162	929	662	1090	1314	994
Tmub2	2408	1900	1655	2126	1941	1331	1938	1728	1401	1819	1809	1550
Tmx1	4086	3760	2496	5415	4152	3766	3497	3941	2802	4268	4598	4838
Tmx2	1394	1238	914	1566	1262	1021	1280	980	891	1271	1209	1117
Tmx3	2117	1942	1308	3348	3374	2638	2040	2083	1655	2812	2961	2958
Tmx4	1190	1006	1093	2218	1891	1927	877	829	981	1446	1378	1462
Tnc	0	0	0	0	0	0	0	0	0	4	0	0
Tnf	377	225	536	2590	2241	1395	320	246	555	790	778	831
Tnfaip1	1014	823	1046	1010	931	718	855	724	857	1008	951	1056
Tnfaip2	2287	238	58	2908	340	4	472	402	8	1755	735	18
Tnfaip3	123673	69120	116819	172629	159592	173989	129138	73484	130155	146679	156298	173459
Tnfaip6	21	0	9	53	0	0	2	6	0	10	0	0
Tnfaip8	3879	6905	3838	5638	4691	3796	4359	7730	4352	4269	4441	4474
Tnfaip8l1	819	782	577	419	393	332	731	695	629	454	600	419
Tnfaip8l2	2514	2554	1825	1515	1168	1071	2363	1969	1834	1739	1747	1920
Tnfaip8l3	0	0	0	0	0	0	0	0	0	0	0	14
Tnfrsf10b	183	168	341	76	61	40	109	221	314	61	50	49
Tnfrsf11a	10	0	0	44	8	0	0	3	0	25	7	0
Tnfrsf11b	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf12a	649	411	831	146	175	157	688	503	647	280	231	225
Tnfrsf13b	937	844	522	433	315	350	917	1549	456	413	329	346
Tnfrsf13c	157	63	87	285	214	139	58	57	43	177	180	151
Tnfrsf14	123	131	177	40	50	57	109	137	104	34	54	63
Tnfrsf17	0	0	0	0	0	0	0	0	0	4	0	0
Tnfrsf18	2253	2387	1944	2493	2167	2056	2200	1874	1771	2533	2631	2587
Tnfrsf19	4	13	12	0	8	0	7	39	25	0	5	5
Tnfrsf1a	1405	1011	1197	1539	810	595	837	1287	836	880	703	488
Tnfrsf1b	6617	8919	15374	25316	18951	28534	9504	7705	17622	16616	18016	27429
Tnfrsf21	585	64	29	566	45	9	331	191	56	201	123	1
Tnfrsf22	1008	522	468	228	276	237	740	455	563	658	745	485
Tnfrsf23	167	109	193	74	57	39	136	73	99	107	132	99
Tnfrsf25	361	512	407	21	25	21	652	457	435	169	124	58
Tnfrsf26	3314	1772	1888	438	345	420	3407	1748	1975	1562	1488	1309
Tnfrsf4	60	140	137	86	96	109	85	141	67	139	183	111
Tnfrsf8	10	4	5	30	11	5	17	0	10	34	14	16
Tnfrsf9	284	949	516	600	576	638	331	894	456	510	744	762
Tnfsf10	235	508	291	3047	2951	2255	420	319	306	1288	1063	1068
Tnfsf11	151	251	427	1678	1170	1644	209	302	236	392	476	814
Tnfsf12	11	0	0	15	0	0	4	1	0	4	1	2
Tnfsf13	9	1	0	15	3	0	4	1	0	4	13	0
Tnfsf13b	79	12	14	132	105	91	64	14	5	93	79	60
Tnfsf13os	8	3	4	7	3	1	0	0	6	5	0	2
Tnfsf14	39	14	27	285	168	140	58	63	38	134	248	148
Tnfsf15	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf18	0	0	0	0	5	0	0	0	1	0	0	0
Tnfsf4	33	26	43	28	12	19	41	32	56	35	49	53
Tnfsf8	1345	1210	694	117	174	109	1501	1212	1038	320	243	253
Tnfsf9	12	25	45	196	181	137	44	25	12	149	137	142
Tnfsfm13	1	0	0	2	2	0	0	2	2	0	0	0
Tnik	1481	2658	2627	1331	1651	1628	1570	2833	1484	1342	1532	1058
Tnip1	6731	5246	5450	3516	2840	2530	5603	3892	4582	3074	3332	3291
Tnip2	582	557	743	990	905	803	573	982	541	803	531	612
Tnip3	21	0	9	29	50	36	26	46	53	49	68	39
Tnk1	0	0	1	0	0	0	0	0	0	3	0	3
Tnk2	275	571	836	736	649	583	607	1697	478	426	580	511
Tnk2os	0	0	0	0	1	0	0	3	0	2	0	0
Tnks	1179	984	883	1294	1174	1408	1333	1261	892	1434	965	760
Tnks1bp1	545	394	367	995	769	706	506	357	348	471	632	598
Tnks2	12377	9922	7761	11751	11046	10311	12098	10905	9830	11647	10097	10357
Tnmd	0	0	0	0	0	0	0	0	0	0	0	0
Tnn	0	20	68	15	5	11	12	13	29	16	17	27
Tnnc1	0	3	12	0	3	1	5	0	0	1	0	0
Tnnc2	0	0	0	0	0	0	0	0	0	0	0	0
Tnni1	0	22	0	0	1	0	2	6	2	1	1	1
Tnni2	6	0	0	11	4	0	1	4	0	23	2	0
Tnni3	7	8	8	18	4	3	10	10	11	0	0	6
Tnni3k	0	1	0	0	2	0	0	0	0	0	0	0
Tnnt1	61	127	119	14	17	13	116	191	67	13	21	6
Tnnt2	0	2	0	0	0	0	1	6	0	1	0	0
Tnnt3	65	55	71	94	91	75	57	40	30	91	50	77
Tnp1	0	0	0	0	0	0	0	0	0	0	0	0
Tnp2	6	5	6	3	7	1	4	5	7	4	3	3
Tnpo1	1706	1696	1278	1631	1603	1508	1694	1560	1359	1602	1531	1576
Tnpo2	1535	1536	1037	1560	1599	1232	1688	1311	1194	1190	1199	1048
Tnpo3	4315	4037	4042	5273	4623	4058	4786	4005	3698	4962	3809	3944
Tnr	0	0	0	0	2	0	0	0	0	1	0	0
Tnrc18	3159	3263	3516	3148	3282	3465	3086	2763	3120	2789	2968	2918
Tnrc6a	2349	1788	2596	1919	2012	1867	2066	1247	1384	2328	1184	782
Tnrc6b	3653	3064	4787	2883	3167	3227	2966	2552	2774	2786	2257	2364
Tnrc6c	3921	3213	4158	2601	2361	2779	2644	2754	2488	1706	1762	1799
Tns1	394	414	178	258	106	125	246	397	184	250	248	115
Tns2	76	20	12	171	127	109	66	22	18	115	102	37
Tns3	66	0	4	64	6	6	33	48	25	56	40	0
Tns4	46	0	1	11	0	0	19	0	1	23	2	0
Tnxa	0	0	0	0	0	0	0	0	0	0	0	0
Tnxb	0	1	0	5	0	0	0	0	0	0	9	0
Tob1	7433	3281	5853	5419	4889	5306	6295	3346	7031	5372	5987	6908
Tob2	7464	6728	12991	7446	6483	7709	6990	8020	10323	5073	5987	7097
Toe1	835	715	634	699	633	535	799	526	768	830	536	632
Togaram1	2839	2674	3052	3359	3596	2816	2527	2270	2379	2283	2336	3026
Togaram2	12	0	0	14	0	0	0	0	0	17	2	0
Tollip	4689	3148	3626	4978	4800	4669	4849	3665	4363	5127	4926	5081
Tom1	211	159	135	276	244	191	188	151	132	215	227	223
Tom1l1	68	59	61	45	73	61	76	72	78	42	51	78
Tom1l2	592	693	450	740	699	597	706	547	534	607	452	518
Tomm20	1102	1138	1199	1270	902	936	1039	941	1189	1043	1026	1084
Tomm20l	1	0	1	0	0	0	0	0	1	0	0	1
Tomm22	3182	3324	2715	3224	2374	2032	3285	3128	2620	2618	3070	2809
Tomm34	4719	4788	4666	4717	4998	4075	4698	4737	4275	4369	4233	4453
Tomm40	2053	2734	2359	2134	1914	1511	2502	2505	1883	2026	1938	1748
Tomm40l	235	260	190	278	215	192	256	303	238	191	228	224
Tomm5	692	727	494	601	388	391	611	660	499	508	533	566
Tomm6	40	42	52	39	25	22	32	37	31	51	27	17
Tomm6os	20	43	25	31	34	20	22	53	19	28	33	17
Tomm7	935	1278	1177	1376	907	750	989	1167	969	882	1054	1208
Tomm70a	4255	4537	3251	3771	3391	2685	4262	4333	3593	3221	3644	3172
Tomt	31	24	59	14	28	35	31	23	34	20	24	19
Tonsl	1383	1557	1391	1620	1598	1250	1145	1538	1118	1390	1348	1093
Top1	3111	3864	4331	3333	3602	3422	2955	3687	2847	2180	2945	2751
Top1mt	430	381	361	330	258	241	389	290	284	263	298	244
Top2a	567	2189	890	1010	1074	684	1044	1237	613	639	1031	764
Top2b	18724	14646	11001	15165	15192	13221	15515	14148	11387	14260	13414	12028
Top3a	1376	1591	1147	1504	1214	923	1404	1439	1039	1449	1179	1015
Top3b	2711	2373	2431	3252	3085	2270	2433	2365	2328	2870	2134	2087
Topaz1	0	0	0	0	4	0	0	0	0	1	0	0
Topbp1	3765	3286	2887	3000	3324	2760	3319	3515	2788	3245	2837	2942
Topbp1-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Topbp1-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Topors	5043	3647	5141	3925	3501	3954	4515	3750	4382	4599	3676	4467
Toporsl	0	0	0	2	0	0	0	0	0	0	0	0
Tor1a	2135	2240	1888	2887	2156	2059	2265	2147	1619	2470	2316	2199
Tor1aip1	2301	2649	2223	4204	3548	3163	2488	2767	1831	2508	3036	2836
Tor1aip2	2624	2155	2549	2301	2172	2473	2329	2137	2615	2067	1760	2314
Tor1b	1397	1919	1714	2125	1844	1541	1606	1900	1300	1527	1613	1434
Tor2a	1802	1641	1357	2677	2289	1748	1832	2008	1226	2436	2183	2197
Tor3a	903	958	535	1462	1372	975	788	666	647	1249	1206	1168
Tor4a	1526	1949	686	3238	2774	1538	2016	2264	790	2513	2636	1587
Tox	1961	2200	2126	1055	1225	1098	2428	8152	1819	1317	2077	1842
Tox2	3	5	48	263	263	146	148	945	139	86	269	97
Tox3	6	0	0	0	0	0	4	6	1	0	3	0
Tox4	5646	4891	5004	5456	4496	5099	5980	5615	5249	5585	5324	6123
Tpbg	0	0	4	15	3	1	0	0	0	7	0	0
Tpbgl	240	114	100	31	24	10	126	103	77	23	45	14
Tpbpa	0	0	0	0	0	0	0	0	0	0	0	0
Tpbpb	0	0	0	0	3	0	0	0	0	1	0	0
Tpcn1	302	396	333	169	187	167	246	436	253	185	138	169
Tpcn2	892	695	759	595	508	428	704	658	609	515	399	467
Tpd52	2254	1069	997	1895	582	416	1283	1132	906	1459	853	552
Tpd52-ps	16	2	0	2	2	5	4	4	4	3	1	0
Tpd52l1	8	0	0	0	0	0	0	0	0	2	0	0
Tpd52l2	1317	1396	1261	1431	1011	909	1486	1485	1136	1353	1113	1332
Tpgs1	1042	1174	905	1249	1070	709	1129	1110	588	865	1149	1019
Tpgs2	914	924	798	1759	1315	919	901	1021	792	1080	1246	934
Tph1	0	0	0	0	0	0	0	0	0	32	0	0
Tph2	0	0	0	0	0	0	0	0	0	0	0	2
Tpi-rs10	0	0	0	1	0	1	0	0	0	0	0	1
Tpi-rs11	3	0	0	0	0	1	1	0	0	0	1	1
Tpi-rs2	0	0	0	0	0	0	0	0	0	0	0	0
Tpi-rs4	0	0	0	0	0	0	0	0	0	0	0	0
Tpi-rs5	10	5	3	0	6	4	2	14	6	0	1	0
Tpi-rs8	0	0	0	0	0	0	0	0	0	0	0	0
Tpi-rs9	0	0	0	0	0	0	0	0	0	0	0	0
Tpi1	1752	1733	1665	2284	1689	1114	1803	1698	1440	1647	2063	1708
Tpk1	292	206	179	295	298	216	205	315	240	268	225	306
Tpm1	1153	1052	780	1211	1195	835	1218	1199	848	1303	1098	991
Tpm2	13	0	0	5	6	1	0	12	0	8	0	0
Tpm3	16073	15165	15904	16520	14386	13129	15260	16863	14358	14387	15001	14778
Tpm3-rs2	0	0	0	0	0	0	0	0	0	0	0	0
Tpm3-rs7	120	83	101	143	92	71	97	117	76	86	139	95
Tpm4	8446	9894	9547	8569	7796	7183	8845	10439	8810	10952	10275	9756
Tpmt	51	32	41	48	44	28	35	46	33	40	30	35
Tpo	0	0	0	0	0	0	0	0	0	0	0	0
Tpp1	3948	3237	2369	4600	3804	2977	3894	3050	2440	3510	3684	3433
Tpp2	6714	5683	5691	7224	8121	7094	5861	5190	5339	7842	7127	7004
Tppp	0	1	20	367	301	166	16	22	50	156	152	138
Tppp2	0	0	0	0	0	0	0	0	0	0	0	0
Tppp3	427	40	29	792	334	173	156	158	15	415	394	264
Tpr	14631	13055	15687	10268	11279	8708	11254	10776	10267	9400	8363	8207
Tpra1	2758	2851	1788	2575	2266	1490	2248	2509	1528	2239	1949	1550
Tprg	0	0	0	0	0	0	0	0	0	0	0	4
Tprgl	12577	9532	7415	12854	11362	8655	12486	10171	8583	11886	11700	11268
Tprkb	664	610	456	584	571	441	637	686	391	469	566	465
Tprn	1110	893	1085	1084	991	993	1356	765	1119	1056	1238	1378
Tpsab1	0	0	2	0	0	0	1	0	0	1	0	0
Tpsb2	0	0	0	0	0	0	0	0	0	53	0	0
Tpsg1	0	0	0	0	0	0	0	0	0	5	0	0
Tpst1	323	257	332	146	104	78	339	233	233	222	99	143
Tpst2	12719	13692	11231	17876	14313	10551	14314	10300	10936	15053	15860	13671
Tpt1	9999	12225	17468	8241	6534	6381	8973	9215	8607	6794	8259	8512
Tpt1-ps1	0	0	0	0	0	0	0	0	1	0	0	5
Tpt1-ps2	0	0	1	0	0	0	0	1	0	0	0	0
Tpt1-ps3	85	124	143	63	79	61	89	81	93	54	80	66
Tpt1-ps4	0	0	1	0	0	0	0	0	0	0	0	0
Tpt1-ps5	3	0	1	1	1	2	1	4	0	1	0	1
Tpt1-ps6	3	2	2	8	0	6	1	0	1	4	6	5
Tpt1-ps7	1	0	1	0	0	0	0	0	0	0	0	0
Tpte	1	0	0	0	1	0	0	0	0	0	0	0
Tpx2	48	456	113	208	249	100	280	460	114	120	190	184
Tra2a	2493	2476	3880	1676	1668	1710	1937	2556	2363	1272	1457	1814
Tra2b	5368	5770	7524	4847	4239	4701	5624	6415	5595	4736	4033	4617
Tra2b-ps	0	0	0	0	0	0	0	0	0	0	0	0
Trabd	2886	2458	1935	3952	3810	2368	3158	2024	1899	3287	3345	2819
Trabd2b	0	0	0	27	0	0	0	2	0	0	0	0
Trac	34094	45252	34871	55248	47999	38212	39312	53719	33214	34472	42748	40884
Tradd	1674	2078	1583	2110	1814	1214	1747	2156	1307	1914	1920	1659
Traf1	11089	9592	12553	16465	15711	12886	11481	8865	11066	11713	9818	10616
Traf2	2215	2792	1715	2872	2632	1507	2464	2525	1622	2689	2067	1852
Traf3	1826	1870	2156	1620	1682	1936	1689	1955	2101	2214	1694	1623
Traf3ip1	314	276	283	351	256	268	291	349	232	359	263	249
Traf3ip2	1831	1519	1529	1556	1330	1121	1448	1332	1459	1484	1496	1619
Traf3ip3	10541	10538	6370	5442	5271	3275	9682	9146	5536	5263	4687	3384
Traf4	3906	4436	5137	2984	2668	2848	3738	5199	4255	2241	2451	2512
Traf5	1768	2048	1601	866	778	735	1927	1774	1758	1162	1048	850
Traf6	3834	2838	2880	2850	3227	2987	3630	3239	3860	3740	3001	3296
Traf7	2695	2380	2313	3255	3207	2188	2692	2447	1765	2710	2709	2664
Trafd1	2939	3070	3465	3691	3345	2920	2671	2307	2820	3072	2748	2795
Traip	219	183	305	211	142	153	126	193	159	211	119	133
Traj1	3	3	11	2	5	6	4	6	5	2	9	2
Traj11	28	32	25	28	29	39	19	30	21	36	19	36
Traj12	36	40	64	23	28	43	43	48	35	42	34	48
Traj13	21	33	37	26	30	55	36	36	18	28	22	23
Traj14	11	7	14	6	10	19	7	19	8	5	5	9
Traj15	40	21	27	25	30	31	40	41	22	42	28	15
Traj16	11	21	18	17	24	22	24	32	21	6	20	15
Traj17	49	75	91	69	96	81	42	88	47	37	52	52
Traj18	66	109	185	113	128	137	63	129	85	81	93	61
Traj19	50	68	139	50	60	107	30	54	42	41	43	45
Traj2	15	34	45	22	18	24	18	30	24	14	17	22
Traj20	57	65	129	64	97	88	46	88	79	62	54	48
Traj21	71	84	97	74	69	100	56	96	73	61	59	67
Traj22	80	105	99	98	98	96	83	132	100	61	77	104
Traj23	30	54	54	44	31	32	48	70	46	34	31	23
Traj24	13	22	27	23	19	29	12	29	23	13	11	22
Traj25	3	2	3	15	16	22	10	7	1	13	4	11
Traj26	37	40	38	173	169	98	37	49	38	88	91	96
